date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,halt
2015-10-07,14.69,14.69,14.6,14.5,2044.1,0.27,1.88,14.52,15.045,14.39,104415.12,254244.99,238591.01,0.01,0
2015-10-08,14.69,14.85,14.78,14.55,187502.69,0.45,3.14,14.556,14.973,14.415,109306.3,208083.84,237875.69,1.17,0
2015-10-09,14.78,14.88,14.73,14.6,163838.91,-0.05,-0.34,14.588,14.848,14.484,117732.43,169626.97,225481.61,1.02,0
2015-10-12,15.04,16.2,16.15,14.92,843793.56,1.42,9.64,14.918,14.875,14.616,258450.89,206258.61,252368.97,5.25,0
2015-10-13,15.88,16.47,16.22,15.81,586819.12,0.07,0.43,15.296,14.968,14.698,356799.68,247055.97,270908.95,3.65,0
2015-10-14,16.5,16.58,15.99,15.73,356631.03,-0.23,-1.42,15.574,15.047,14.807,427717.06,266066.09,282256.36,2.22,0
2015-10-15,16.0,16.49,16.38,15.89,659085.38,0.39,2.44,15.894,15.225,14.944,522033.6,315669.95,310635.77,4.1,0
2015-10-16,16.41,16.5,16.15,15.8,531119.5,-0.23,-1.4,16.178,15.383,15.111,595489.72,356611.08,329476.4,3.3,0
2015-10-19,16.13,16.17,16.01,15.74,344087.59,-0.14,-0.87,16.15,15.534,15.26,495548.52,376999.71,339223.18,2.14,0
2015-10-20,15.92,16.69,16.39,15.92,570220.62,0.38,2.37,16.184,15.74,15.38,492228.82,424514.25,359668.97,3.55,0
2015-10-21,16.36,16.48,14.75,14.75,486238.53,-1.64,-10.01,15.936,15.755,15.4,518150.32,472933.69,363589.34,3.02,0
2015-10-22,14.78,15.15,14.98,14.26,346022.84,0.23,1.56,15.656,15.775,15.374,455537.82,488785.71,348434.77,2.15,0
2015-10-23,14.99,15.34,15.29,14.73,290915.19,0.31,2.07,15.484,15.831,15.34,407496.95,501493.34,335560.15,1.81,0
2015-10-26,15.45,15.94,15.43,15.19,320854.56,0.14,0.92,15.368,15.759,15.317,402850.35,449199.44,327729.02,2.0,0
2015-10-27,15.06,15.27,15.11,14.38,266719.12,-0.32,-2.07,15.112,15.648,15.308,342150.05,417189.44,332122.7,1.66,0
2015-10-28,15.05,15.14,14.69,14.6,192130.36,-0.42,-2.78,15.1,15.518,15.283,283328.41,400739.37,333402.73,1.2,0
2015-10-29,14.8,15.25,15.06,14.7,241853.31,0.37,2.52,15.116,15.386,15.306,262494.51,359016.16,337343.06,1.5,0
2015-10-30,15.06,15.2,14.8,14.65,176664.8,-0.26,-1.73,15.018,15.251,15.317,239644.43,323570.69,340090.88,1.1,0
2015-11-02,14.51,14.77,14.15,14.15,191341.41,-0.65,-4.39,14.762,15.065,15.3,213741.8,308296.07,342647.89,1.19,0
2015-11-03,14.5,14.71,14.33,14.19,174601.58,0.18,1.27,14.606,14.859,15.3,195318.29,268734.17,346624.21,1.09,0
2015-11-04,14.4,15.08,15.04,14.4,315085.66,0.71,4.96,14.676,14.888,15.322,219909.35,251618.88,362276.29,1.96,0
2015-11-05,15.09,15.63,15.29,14.99,415077.5,0.25,1.66,14.722,14.919,15.347,254554.19,258524.35,373655.03,2.58,0
2015-11-06,15.32,15.61,15.5,15.14,364025.75,0.21,1.37,14.862,14.94,15.386,292026.38,265835.41,383664.37,2.26,0
2015-11-09,15.5,16.0,15.77,15.33,509800.59,0.27,1.74,15.186,14.974,15.367,355718.22,284730.01,366964.72,3.17,0
2015-11-10,16.1,16.55,15.24,15.24,694432.69,-0.53,-3.36,15.368,14.987,15.318,459684.44,327501.37,372345.4,4.32,0
2015-11-11,15.5,15.88,15.82,15.29,473682.28,0.58,3.81,15.524,15.1,15.309,491403.76,355656.56,378197.96,2.95,0
2015-11-12,15.84,16.33,15.97,15.71,451781.84,0.15,0.95,15.66,15.191,15.289,498744.63,376649.41,367832.79,2.81,0
2015-11-13,15.77,15.79,15.39,15.37,275773.12,-0.58,-3.63,15.638,15.25,15.251,481094.1,386560.24,355065.47,1.72,0
2015-11-16,14.95,15.45,15.44,14.95,190692.91,0.05,0.33,15.572,15.379,15.222,417272.57,386495.39,347395.73,1.19,0
2015-11-17,15.52,16.24,15.9,15.48,377675.97,0.46,2.98,15.704,15.536,15.198,353921.22,406802.83,337768.5,2.35,0
2015-11-18,15.87,16.32,15.46,15.43,300422.28,-0.44,-2.77,15.632,15.578,15.233,319269.22,405336.49,328477.69,1.87,0
2015-11-19,15.52,15.85,15.79,15.47,182403.06,0.33,2.13,15.596,15.628,15.274,265393.47,382069.05,320296.7,1.13,0
2015-11-20,15.79,16.15,16.0,15.72,322404.59,0.21,1.33,15.718,15.678,15.309,274719.76,377906.93,321871.17,2.01,0
2015-11-23,16.0,16.14,15.78,15.68,280060.59,-0.22,-1.38,15.786,15.679,15.327,292593.3,354932.93,319831.47,1.74,0
2015-11-24,15.8,15.84,15.6,15.44,195241.67,-0.18,-1.14,15.726,15.715,15.351,256106.44,305013.83,316257.6,1.21,0
2015-11-25,15.65,15.96,15.95,15.48,296015.72,0.35,2.24,15.824,15.728,15.414,255225.13,287247.18,321451.87,1.84,0
2015-11-26,16.01,16.34,16.12,15.86,562418.38,0.17,1.07,15.89,15.743,15.467,331228.19,298310.83,337480.12,3.5,0
2015-11-27,16.13,16.14,14.9,14.64,383432.94,-1.22,-7.57,15.67,15.694,15.472,343433.86,309076.81,347818.53,2.39,0
2015-11-30,14.95,15.14,14.77,14.2,253376.16,-0.13,-0.87,15.468,15.627,15.503,338096.97,315345.14,350920.26,1.58,0
2015-12-01,14.84,15.19,15.19,14.7,185998.48,0.42,2.84,15.386,15.556,15.546,336248.34,296177.39,351490.11,1.16,0
2015-12-02,15.18,15.58,15.49,15.0,218854.94,0.3,1.98,15.294,15.559,15.569,320816.18,288020.65,346678.57,1.36,0
2015-12-03,15.49,16.26,15.92,15.34,355744.12,0.43,2.78,15.254,15.572,15.6,279481.33,305354.76,343711.9,2.21,0
2015-12-04,15.9,16.25,16.2,15.63,480128.03,0.28,1.76,15.514,15.592,15.635,298820.35,321127.1,349517.02,2.99,0
2015-12-07,16.33,17.4,17.39,15.9,1130782.75,1.19,7.35,16.038,15.753,15.716,474301.66,406199.32,380566.13,7.03,0
2015-12-08,17.36,17.37,16.99,16.5,687442.5,-0.4,-2.3,16.398,15.892,15.804,574590.47,455419.4,380216.62,4.28,0
2015-12-09,16.97,17.59,17.13,16.69,722514.94,0.14,0.82,16.726,16.01,15.869,675322.47,498069.32,392658.25,4.49,0
2015-12-10,17.13,17.18,16.3,16.25,500287.88,-0.83,-4.84,16.802,16.028,15.886,704231.22,491856.27,395083.55,3.11,0
2015-12-11,16.3,17.93,17.93,16.19,908134.12,1.63,10.0,17.148,16.331,16.013,789832.44,544326.39,426701.6,5.65,0
2015-12-14,17.84,18.27,17.93,17.28,752414.94,0.0,0.0,17.256,16.647,16.137,714158.88,594230.27,454787.7,4.68,0
2015-12-15,17.94,18.8,18.47,17.6,863674.12,0.54,3.01,17.552,16.975,16.266,749405.2,661997.83,479087.61,5.37,0
2015-12-16,18.34,18.66,18.17,18.05,513321.56,-0.3,-1.62,17.76,17.243,16.401,707566.52,691444.5,489732.57,3.19,0
2015-12-17,18.19,18.94,18.32,18.06,720235.38,0.15,0.83,18.164,17.483,16.528,751556.02,727893.62,516624.19,4.48,0
2015-12-18,18.15,19.21,18.92,17.78,726570.38,0.6,3.27,18.362,17.755,16.674,715243.28,752537.86,536832.48,4.52,0
2015-12-21,19.0,20.8,19.92,18.78,815594.62,1.0,5.29,18.76,18.008,16.881,727879.21,721019.04,563609.18,5.07,0
2015-12-22,20.0,20.75,20.3,19.5,579561.25,0.38,1.91,19.126,18.339,17.116,671056.64,710230.92,582825.16,3.6,0
2015-12-23,20.29,21.29,19.88,19.7,697966.19,-0.42,-2.07,19.468,18.614,17.312,707985.56,707776.04,602922.68,4.34,0
2015-12-24,19.85,20.15,19.7,19.08,490479.62,-0.18,-0.91,19.744,18.954,17.491,662034.41,706795.22,599325.75,3.05,0
2015-12-25,19.59,19.77,19.22,18.96,464040.31,-0.48,-2.44,19.804,19.083,17.707,609528.4,662385.84,603356.11,2.89,0
2015-12-28,19.25,19.45,18.48,18.48,515717.12,-0.74,-3.85,19.516,19.138,17.893,549552.9,638716.05,616473.16,3.21,0
2015-12-29,18.41,18.58,18.18,18.05,395974.84,-0.3,-1.62,19.092,19.109,18.042,512835.62,591946.13,626971.98,2.46,0
2015-12-30,18.29,18.66,18.51,18.17,343669.5,0.33,1.81,18.818,19.143,18.193,441976.28,574980.92,633212.71,2.14,0
2015-12-31,18.4,18.78,17.69,17.52,329853.09,-0.82,-4.43,18.416,19.08,18.282,409850.97,535942.69,631918.16,2.05,0
2016-01-04,17.7,17.92,15.92,15.92,326338.31,-1.77,-10.01,17.756,18.78,18.268,382310.57,495919.49,624228.67,2.03,0
2016-01-05,15.0,15.76,15.38,14.81,442520.97,-0.54,-3.39,17.136,18.326,18.167,367671.34,458612.12,589815.58,2.75,0
2016-01-06,15.48,16.0,15.75,15.2,347162.56,0.37,2.41,16.65,17.871,18.105,357908.89,435372.25,572801.58,2.16,0
2016-01-07,15.4,15.42,14.18,14.18,118493.65,-1.57,-9.97,15.784,17.301,17.958,312873.72,377425.0,542600.52,0.74,0
2016-01-08,14.54,14.62,14.04,13.1,436386.0,-0.14,-0.99,15.054,16.735,17.845,334180.3,372015.64,539405.43,2.71,0
2016-01-11,13.77,14.3,13.45,13.18,382823.38,-0.59,-4.2,14.56,16.158,17.621,345477.31,363893.94,513139.89,2.38,0
2016-01-12,13.35,14.13,13.97,13.35,305661.09,0.52,3.87,14.278,15.707,17.423,318105.34,342888.34,490802.2,1.9,0
2016-01-13,14.16,14.3,13.77,13.76,295273.03,-0.2,-1.43,13.882,15.266,17.188,307727.43,332818.16,462382.14,1.84,0
2016-01-14,13.3,14.77,14.62,13.22,323194.06,0.85,6.17,13.97,14.877,17.01,348667.51,330770.61,452875.77,2.01,0
2016-01-15,14.49,14.79,13.93,13.81,247962.89,-0.69,-4.72,13.948,14.501,16.791,310982.89,322581.59,429262.14,1.54,0
2016-01-18,13.69,14.26,14.11,13.5,325470.34,0.18,1.29,14.08,14.32,16.55,299512.28,322494.8,409207.14,2.02,0
2016-01-19,14.01,14.57,14.51,13.95,428211.12,0.4,2.83,14.188,14.233,16.28,324022.29,321063.81,389837.97,2.66,0
2016-01-20,14.43,14.68,14.04,13.81,312638.56,-0.47,-3.24,14.242,14.062,15.967,327495.39,317611.41,376491.83,1.94,0
2016-01-21,13.76,14.13,13.5,13.5,206381.17,-0.54,-3.85,14.018,13.994,15.648,304132.82,326400.16,351912.58,1.28,0
2016-01-22,13.53,13.81,13.6,13.29,209319.8,0.1,0.74,13.952,13.95,15.343,296404.2,303693.54,337854.59,1.3,0
2016-01-25,13.79,14.0,13.91,13.62,205070.62,0.31,2.28,13.912,13.996,15.077,272324.25,285918.27,324906.1,1.21,0
2016-01-26,13.7,13.92,13.12,12.82,245447.0,-0.79,-5.68,13.634,13.911,14.809,235771.43,279896.86,311392.6,1.45,0
2016-01-27,13.2,13.84,13.84,12.69,244867.73,0.72,5.49,13.594,13.918,14.592,222217.26,274856.33,303837.24,1.45,0
2016-01-28,13.84,14.11,13.8,13.69,218009.42,-0.04,-0.29,13.654,13.836,14.357,224542.91,264337.87,297554.24,1.29,0
2016-01-29,13.9,14.52,14.29,13.68,193950.91,0.49,3.55,13.792,13.872,14.187,221469.14,258936.67,290759.13,1.15,0
2016-02-01,14.1,14.65,14.56,14.04,191341.88,0.27,1.89,13.922,13.917,14.119,218723.39,245523.82,284009.31,1.13,0
2016-02-02,14.5,15.03,14.91,14.36,185190.91,0.35,2.4,14.28,13.957,14.095,206672.17,221221.8,271142.81,1.09,0
2016-02-03,14.75,15.2,15.15,14.6,158692.98,0.24,1.61,14.542,14.068,14.065,189437.22,205827.24,261719.33,0.94,0
2016-02-04,15.16,15.36,15.15,14.92,180897.72,0.0,0.0,14.812,14.233,14.114,182014.88,203278.9,264839.53,1.07,0
2016-02-05,15.18,15.33,14.8,14.8,102161.63,-0.35,-2.31,14.914,14.353,14.152,163657.02,192563.08,248128.31,0.6,0
2016-02-15,13.67,14.48,14.2,13.67,85787.8,-0.6,-4.05,14.842,14.382,14.189,142546.21,180634.8,233276.53,0.51,0
2016-02-16,14.3,14.71,14.64,14.25,117345.52,0.44,3.1,14.788,14.534,14.223,128977.13,167824.65,223860.75,0.69,0
2016-02-17,14.65,14.74,14.64,14.38,121042.17,0.0,0.0,14.686,14.614,14.266,121446.97,155442.09,215149.21,0.72,0
2016-02-18,14.71,14.87,14.56,14.54,146570.81,-0.08,-0.55,14.568,14.69,14.263,114581.59,148298.23,206318.05,0.87,0
2016-02-19,14.53,14.68,14.38,14.25,122732.92,-0.18,-1.24,14.484,14.699,14.286,118695.84,141176.43,200056.55,0.73,0
2016-02-22,14.65,14.88,14.88,14.4,191179.09,0.5,3.48,14.62,14.731,14.324,139774.1,141160.16,193341.99,1.13,0
2016-02-23,14.89,14.9,14.43,14.06,213420.52,-0.45,-3.02,14.578,14.683,14.32,158989.1,143983.12,182602.46,1.26,0
2016-02-24,14.34,14.44,14.29,14.03,137737.44,-0.14,-0.97,14.508,14.597,14.333,162328.16,141887.56,173857.4,0.81,0
2016-02-25,14.23,14.26,12.9,12.86,192866.33,-1.39,-9.73,14.176,14.372,14.303,171587.26,143084.42,173181.66,1.14,0
2016-02-26,12.96,13.09,13.0,12.76,109675.6,0.1,0.78,13.9,14.192,14.273,168975.8,143835.82,168199.45,0.65,0
2016-02-29,13.0,13.1,12.29,11.71,123909.35,-0.71,-5.46,13.382,14.001,14.192,155521.85,147647.98,164141.39,0.73,0
2016-03-01,12.3,12.49,12.4,11.96,83598.58,0.11,0.9,12.976,13.777,14.156,129557.46,144273.28,156048.97,0.49,0
2016-03-02,12.41,12.99,12.99,12.2,121091.91,0.59,4.76,12.716,13.612,14.113,126228.35,144278.26,149860.17,0.72,0
2016-03-03,12.95,13.44,13.12,12.85,144987.48,0.13,1.0,12.76,13.468,14.079,116652.58,144119.92,146209.08,0.86,0
2016-03-04,13.11,13.24,12.53,12.48,164197.69,-0.59,-4.5,12.666,13.283,13.991,127557.0,148266.4,144721.42,0.97,0
2016-03-07,12.6,12.84,12.7,12.55,105314.06,0.17,1.36,12.748,13.065,13.898,123837.94,139679.9,140420.03,0.62,0
2016-03-08,12.71,12.75,12.47,12.04,98002.93,-0.23,-1.81,12.762,12.869,13.776,126718.81,128138.14,136060.63,0.58,0
2016-03-09,12.1,12.42,12.21,12.06,59560.98,-0.26,-2.08,12.606,12.661,13.629,114412.63,120320.49,131104.03,0.35,0
2016-03-10,12.16,12.35,12.08,12.02,66775.37,-0.13,-1.06,12.398,12.579,13.476,98770.21,107711.39,125397.91,0.39,0
2016-03-11,11.95,12.13,11.92,11.88,56720.07,-0.16,-1.32,12.276,12.471,13.332,77274.68,102415.84,123125.83,0.34,0
2016-03-14,12.06,12.45,12.21,12.01,144521.05,0.29,2.43,12.178,12.463,13.232,85116.08,104477.01,126062.49,0.85,0
2016-03-15,12.21,12.25,12.05,11.99,93792.21,-0.16,-1.31,12.094,12.428,13.103,84273.94,105496.37,124884.83,0.55,0
2016-03-16,12.07,12.18,11.95,11.86,66986.6,-0.1,-0.83,12.042,12.324,12.968,85759.06,100085.84,122182.05,0.4,0
2016-03-17,12.0,12.38,12.25,11.93,132306.12,0.3,2.51,12.076,12.237,12.853,98865.21,98817.71,121468.81,0.78,0
2016-03-18,12.49,12.74,12.67,12.32,182518.38,0.42,3.43,12.226,12.251,12.767,124024.87,100649.78,124458.09,1.08,0
2016-03-21,12.8,13.05,13.0,12.77,171761.38,0.33,2.6,12.384,12.281,12.673,129472.94,107294.51,123487.2,1.02,0
2016-03-22,12.92,13.17,12.92,12.81,147507.22,-0.08,-0.61,12.558,12.326,12.598,140215.94,112244.94,120191.54,0.87,0
2016-03-23,12.94,13.09,13.0,12.9,109664.43,0.08,0.62,12.768,12.405,12.533,148751.51,117255.28,118787.89,0.65,0
2016-03-24,12.93,12.96,12.68,12.68,134233.09,-0.32,-2.46,12.854,12.465,12.522,149136.9,124001.06,115856.23,0.79,0
2016-03-25,12.69,12.84,12.8,12.68,82832.03,0.12,0.95,12.88,12.553,12.512,129199.63,126612.25,114514.05,0.49,0
2016-03-28,12.83,13.25,13.07,12.82,216805.73,0.27,2.11,12.894,12.639,12.551,138208.5,133840.72,119158.87,1.28,0
2016-03-29,13.12,13.12,12.7,12.64,110980.3,-0.37,-2.83,12.85,12.704,12.566,130903.12,135559.53,120527.95,0.66,0
2016-03-30,12.85,13.03,13.01,12.78,88868.37,0.31,2.44,12.852,12.81,12.567,126743.9,137747.7,118916.77,0.53,0
2016-03-31,13.01,13.32,13.06,13.01,132386.52,0.05,0.38,12.928,12.891,12.564,126374.59,137755.74,118286.73,0.78,0
2016-04-01,13.07,13.1,13.0,12.84,75036.68,-0.06,-0.46,12.968,12.924,12.588,124815.52,127007.58,113828.68,0.44,0
2016-04-05,13.07,13.31,13.28,12.93,147448.94,0.28,2.15,13.01,12.952,12.617,110944.16,124576.33,115935.42,0.87,0
2016-04-06,13.28,13.58,13.51,13.16,181124.17,0.23,1.73,13.172,13.011,12.669,124972.94,127938.03,120091.48,1.07,0
2016-04-07,13.42,13.52,13.05,13.03,141205.36,-0.46,-3.4,13.18,13.016,12.711,135440.33,131092.12,124173.7,0.83,0
2016-04-08,13.02,13.12,13.0,12.83,87911.39,-0.05,-0.38,13.168,13.048,12.757,126545.31,126459.95,125230.5,0.52,0
2016-04-11,13.1,13.29,13.23,13.1,108861.59,0.23,1.77,13.214,13.091,12.822,133310.29,129062.9,127837.58,0.64,0
2016-04-12,13.2,13.22,13.02,12.92,67118.24,-0.21,-1.59,13.162,13.086,12.863,117244.15,114094.16,123967.44,0.4,0
2016-04-13,13.09,13.43,13.32,13.07,152479.72,0.3,2.3,13.124,13.148,12.926,111515.26,118244.1,126901.81,0.9,0
2016-04-14,13.29,13.48,13.38,13.23,85975.98,0.06,0.45,13.19,13.185,12.998,100469.38,117954.86,127851.28,0.51,0
2016-04-15,13.35,13.37,13.23,13.14,82337.81,-0.15,-1.12,13.236,13.202,13.047,99354.67,112949.99,125352.87,0.49,0
2016-04-18,13.15,13.15,13.0,12.93,77999.09,-0.23,-1.74,13.19,13.202,13.063,93182.17,113246.23,120126.9,0.46,0
2016-04-19,13.08,13.14,12.99,12.9,62984.85,-0.01,-0.08,13.184,13.173,13.063,92355.49,104799.82,114688.08,0.37,0
2016-04-20,13.0,13.06,12.12,11.96,176976.94,-0.87,-6.7,12.944,13.034,13.023,97254.93,104385.1,116161.56,1.05,0
2016-04-21,12.13,12.33,12.18,12.13,100424.31,0.06,0.49,12.704,12.947,12.982,100144.6,100306.99,115699.56,0.59,0
2016-04-22,12.13,12.42,12.34,12.13,61890.37,0.16,1.31,12.526,12.881,12.965,96055.11,97704.89,112082.42,0.37,0
2016-04-25,12.34,12.43,12.14,11.95,51913.2,-0.2,-1.62,12.354,12.772,12.932,90837.93,92010.05,110536.48,0.31,0
2016-04-26,12.16,12.3,12.24,12.1,51539.02,0.1,0.82,12.204,12.694,12.89,88548.77,90452.13,102273.14,0.3,0
2016-04-27,12.33,12.57,12.36,12.3,87455.89,0.12,0.98,12.252,12.598,12.873,70644.56,83949.75,101096.92,0.52,0
2016-04-28,12.36,12.43,12.3,12.05,60345.28,-0.06,-0.48,12.276,12.49,12.838,62628.75,81386.68,99670.77,0.36,0
2016-04-29,12.29,12.37,12.27,12.18,41944.38,-0.03,-0.24,12.262,12.394,12.798,58639.55,77347.33,95148.66,0.25,0
